S0,Strike,Maturity,Moneyness,True Volatility,Market Price,Implied Volatility
100,70,0.25,0.7,0.221,30.870552716079402,0.22100000000028247
100,75,0.25,0.75,0.21,25.937293906738304,0.209999999999999
100,80,0.25,0.8,0.20099999999999998,21.022416325115515,0.2010000000000035
100,85,0.25,0.85,0.194,16.18127219100529,0.19399999999978232
100,90,0.25,0.9,0.189,11.570982156943586,0.18900000000000255
100,95,0.25,0.95,0.186,7.497276104327469,0.18599999999999944
100,100,0.25,1.0,0.185,4.320496780797598,0.18499999999999991
100,105,0.25,1.05,0.186,2.2132748339632045,0.18599999999999797
100,110,0.25,1.1,0.189,1.0322054500860354,0.18900000000016376
100,115,0.25,1.15,0.19399999999999998,0.45840118633488913,0.1940000000000628
100,120,0.25,1.2,0.20099999999999998,0.20492959958138357,0.20100000000002669
100,125,0.25,1.25,0.21,0.09733382856029538,0.21000000000000651
100,130,0.25,1.3,0.221,0.05126359623117138,0.221
100,70,0.5,0.7,0.226,31.765409881902713,0.2260000000000037
100,75,0.5,0.75,0.215,26.946244013335928,0.21499999999999608
100,80,0.5,0.8,0.206,22.208028065686705,0.2060000000000104
100,85,0.5,0.85,0.199,17.641720342601232,0.1990000000000121
100,90,0.5,0.9,0.194,13.396427493393091,0.19400000000000053
100,95,0.5,0.95,0.191,9.663397888107859,0.19100000000000028
100,100,0.5,1.0,0.19,6.615333261991296,0.18999999999999428
100,105,0.5,1.05,0.191,4.3291394305297,0.1909999999999958
100,110,0.5,1.1,0.194,2.752504221735915,0.19399999999982503
100,115,0.5,1.15,0.19899999999999998,1.740198584486965,0.19899999999999968
100,120,0.5,1.2,0.206,1.12278081599184,0.2060000000000097
100,125,0.5,1.25,0.215,0.7573165314874348,0.21499999999999952
100,130,0.5,1.3,0.226,0.5439964238292072,0.22599999999974585
100,70,1.0,0.7,0.236,33.74494986228426,0.23599999999999793
100,75,1.0,0.75,0.22499999999999998,29.211188504336107,0.2249999999997417
100,80,1.0,0.8,0.21599999999999997,24.82253884090251,0.2159999999999948
100,85,1.0,0.85,0.209,20.656420632187732,0.20900000000000668
100,90,1.0,0.9,0.204,16.808732998066866,0.20400000000000124
100,95,1.0,0.95,0.20099999999999998,13.37967803214724,0.20099999999983012
100,100,1.0,1.0,0.19999999999999998,10.450583572185565,0.20000000000000007
100,105,1.0,1.05,0.20099999999999998,8.061021769163098,0.20099999999999993
100,110,1.0,1.1,0.204,6.198456059893054,0.20399999999999996
100,115,1.0,1.15,0.20899999999999996,4.805827841698836,0.209
100,120,1.0,1.2,0.21599999999999997,3.8013632044849466,0.21599999999999886
100,125,1.0,1.25,0.22499999999999998,3.09951989020259,0.22500000000000187
100,130,1.0,1.3,0.236,2.6251977155584427,0.23599999999974908
100,70,1.5,0.7,0.246,35.879250436063266,0.2459999999999872
100,75,1.5,0.75,0.235,31.599888725394308,0.23499999999999988
100,80,1.5,0.8,0.22599999999999998,27.48151673316915,0.2260000000000006
100,85,1.5,0.85,0.219,23.58454284530709,0.2190000000001837
100,90,1.5,0.9,0.214,19.977366006812836,0.21399999999963645
100,95,1.5,0.95,0.211,16.727505395471184,0.2109999999999883
100,100,1.5,1.0,0.21,13.889443360073606,0.21000000000002195
100,105,1.5,1.05,0.211,11.493240663709443,0.21099999999962596
100,110,1.5,1.1,0.214,9.538740886254615,0.2139999999999129
100,115,1.5,1.15,0.21899999999999997,7.9978179238156315,0.21900000000000064
100,120,1.5,1.2,0.22599999999999998,6.823129866724308,0.22599999999999756
100,125,1.5,1.25,0.235,5.959209770483877,0.23499999999998797
100,130,1.5,1.3,0.246,5.351930896509966,0.24599999999999997
100,70,2.0,0.7,0.256,38.06871733215049,0.2560000000000003
100,75,2.0,0.75,0.245,34.00513021915294,0.24499999999999406
100,80,2.0,0.8,0.236,30.10370893498827,0.23599999999997168
100,85,2.0,0.85,0.229,26.413645930703886,0.2289999999999995
100,90,2.0,0.9,0.224,22.988367586717274,0.22399999999974987
100,95,2.0,0.95,0.221,19.87958260165906,0.22099999999960987
100,100,2.0,1.0,0.22,17.129717936427916,0.22000000000048756
100,105,2.0,1.05,0.221,14.7649131216561,0.22100000000000022
100,110,2.0,1.1,0.224,12.791066265845899,0.22400000000001327
100,115,2.0,1.15,0.22899999999999998,11.19436614036912,0.22899999999999987
100,120,2.0,1.2,0.236,9.945856028517277,0.23600000000000204
100,125,2.0,1.25,0.245,9.008081073944936,0.24499999999999994
100,130,2.0,1.3,0.256,8.341584348421438,0.256
